,,,,,Recommended N (kg/ha),Recommended N (kg/ha),Recommended P2O5 (kg/ha),Recommended P2O5 (kg/ha),Recommended K2O (kg/ha),Recommended K2O (kg/ha)
Region VIII,5,Wet season,Manual,"(6, 8]",80.0,124.0,20.0,31.0,20.0,42.0
Region VIII,5,Wet season,Manual,"(8, 10]",82.0,128.0,20.0,30.0,20.0,30.0
Region VIII,5,Wet season,Reaper,"(0, 2]",43.0,43.0,17.0,17.0,17.0,17.0
Region VIII,5,Wet season,Reaper,"(2, 4]",57.0,57.0,18.0,18.0,18.0,18.0
Region VIII,6,Dry season,Combined,"(0, 2]",43.0,43.0,12.0,14.0,10.0,14.0
Region VIII,6,Dry season,Combined,"(2, 4]",43.0,88.0,13.0,23.0,13.0,23.0
Region VIII,6,Dry season,Combined,"(4, 6]",82.0,92.0,22.0,24.0,22.0,24.0
Region VIII,6,Dry season,Manual,"(0, 2]",30.0,57.0,10.0,20.0,0.0,33.0
Region VIII,6,Dry season,Manual,"(2, 4]",43.0,90.0,15.0,28.0,15.0,55.0
Region VIII,6,Dry season,Manual,"(4, 6]",72.0,126.0,22.0,36.0,34.0,77.0
Region VIII,6,Dry season,Manual,"(6, 8]",80.0,137.0,24.0,38.0,40.0,81.0
Region VIII,6,Dry season,Manual,"(8, 10]",100.0,126.0,29.0,36.0,54.0,75.0
Region VIII,6,Dry season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,17.0
Region VIII,6,Dry season,Reaper,"(2, 4]",43.0,77.0,16.0,25.0,16.0,46.0
Region VIII,6,Dry season,Reaper,"(4, 6]",92.0,113.0,28.0,33.0,54.0,67.0
Region VIII,6,Dry season,Reaper,"(6, 8]",113.0,113.0,33.0,33.0,67.0,67.0
Region VIII,6,Wet season,Combined,"(0, 2]",43.0,43.0,13.0,13.0,13.0,13.0
Region VIII,6,Wet season,Combined,"(2, 4]",43.0,62.0,14.0,17.0,14.0,17.0
Region VIII,6,Wet season,Combined,"(4, 6]",100.0,102.0,26.0,26.0,26.0,26.0
Region VIII,6,Wet season,Manual,"(0, 2]",43.0,51.0,15.0,18.0,15.0,25.0
Region VIII,6,Wet season,Manual,"(2, 4]",31.0,84.0,10.0,25.0,0.0,44.0
Region VIII,6,Wet season,Manual,"(4, 6]",70.0,120.0,17.0,34.0,17.0,72.0
Region VIII,6,Wet season,Manual,"(6, 8]",72.0,146.0,22.0,43.0,34.0,91.0
Region VIII,6,Wet season,Manual,"(8, 10]",116.0,128.0,33.0,36.0,69.0,74.0
Region VIII,6,Wet season,Reaper,"(0, 2]",43.0,44.0,15.0,16.0,15.0,16.0
Region VIII,6,Wet season,Reaper,"(2, 4]",64.0,82.0,21.0,25.0,21.0,42.0
Region X,1,Dry season,Combined,"(0, 2]",82.0,82.0,16.0,16.0,16.0,16.0
Region X,1,Dry season,Combined,"(4, 6]",100.0,100.0,24.0,24.0,24.0,24.0
Region X,1,Dry season,Manual,"(0, 2]",43.0,82.0,15.0,20.0,15.0,20.0
Region X,1,Dry season,Manual,"(2, 4]",43.0,88.0,14.0,24.0,14.0,41.0
Region X,1,Dry season,Manual,"(4, 6]",82.0,124.0,20.0,34.0,20.0,69.0
Region X,1,Dry season,Manual,"(6, 8]",128.0,154.0,35.0,41.0,35.0,59.0
Region X,1,Dry season,Manual,"(8, 10]",154.0,154.0,41.0,41.0,60.0,60.0
Region X,1,Wet season,Manual,"(0, 2]",43.0,82.0,15.0,20.0,15.0,20.0
Region X,1,Wet season,Manual,"(2, 4]",43.0,88.0,14.0,22.0,14.0,32.0
Region X,1,Wet season,Manual,"(4, 6]",74.0,128.0,17.0,35.0,17.0,63.0
Region X,1,Wet season,Manual,"(6, 8]",131.0,154.0,36.0,42.0,63.0,84.0
Region X,1,Wet season,Manual,"(8, 10]",116.0,157.0,32.0,43.0,50.0,85.0
Region X,1,Wet season,Reaper,"(4, 6]",90.0,90.0,21.0,21.0,21.0,21.0
Region X,2,Dry season,Combined,"(0, 2]",43.0,43.0,12.0,12.0,12.0,12.0
Region X,2,Dry season,Combined,"(2, 4]",59.0,84.0,16.0,22.0,16.0,22.0
Region X,2,Dry season,Combined,"(4, 6]",88.0,108.0,23.0,28.0,23.0,28.0
Region X,2,Dry season,Manual,"(0, 2]",43.0,43.0,15.0,16.0,15.0,16.0
Region X,2,Dry season,Manual,"(2, 4]",32.0,90.0,10.0,27.0,0.0,47.0
Region X,2,Dry season,Manual,"(4, 6]",74.0,120.0,24.0,34.0,37.0,69.0
Region X,2,Dry season,Manual,"(6, 8]",133.0,141.0,37.0,39.0,77.0,82.0
Region X,2,Dry season,Reaper,"(0, 2]",43.0,43.0,15.0,15.0,15.0,15.0
Region X,2,Wet season,Combined,"(0, 2]",43.0,44.0,12.0,13.0,10.0,13.0
Region X,2,Wet season,Combined,"(2, 4]",57.0,80.0,16.0,22.0,15.0,22.0
Region X,2,Wet season,Combined,"(4, 6]",84.0,113.0,23.0,30.0,23.0,42.0
Region X,2,Wet season,Manual,"(0, 2]",43.0,51.0,12.0,17.0,12.0,17.0
Region X,2,Wet season,Manual,"(2, 4]",43.0,90.0,10.0,27.0,0.0,49.0
Region X,2,Wet season,Manual,"(4, 6]",72.0,124.0,23.0,34.0,33.0,69.0
Region X,2,Wet season,Manual,"(6, 8]",124.0,154.0,34.0,42.0,69.0,87.0
Region X,2,Wet season,Reaper,"(0, 2]",43.0,43.0,16.0,16.0,16.0,16.0
Region X,3,Dry season,Combined,"(0, 2]",82.0,82.0,16.0,16.0,16.0,16.0
Region X,3,Dry season,Combined,"(2, 4]",82.0,88.0,16.0,17.0,16.0,17.0
Region X,3,Dry season,Combined,"(4, 6]",82.0,126.0,16.0,30.0,16.0,30.0
Region X,3,Dry season,Combined,"(6, 8]",131.0,152.0,31.0,36.0,31.0,59.0
Region X,3,Dry season,Combined,"(8, 10]",141.0,141.0,36.0,36.0,59.0,59.0
Region X,3,Dry season,Manual,"(0, 2]",43.0,82.0,15.0,20.0,15.0,20.0
Region X,3,Dry season,Manual,"(2, 4]",43.0,90.0,15.0,25.0,15.0,43.0
Region X,3,Dry season,Manual,"(4, 6]",80.0,128.0,19.0,35.0,19.0,57.0
Region X,3,Dry season,Manual,"(6, 8]",124.0,154.0,31.0,41.0,32.0,60.0
Region X,3,Dry season,Manual,"(8, 10]",154.0,159.0,41.0,42.0,60.0,62.0
Region X,3,Wet season,Combined,"(0, 2]",82.0,82.0,14.0,16.0,14.0,16.0
Region X,3,Wet season,Combined,"(2, 4]",62.0,95.0,10.0,25.0,0.0,25.0
Region X,3,Wet season,Combined,"(4, 6]",82.0,124.0,14.0,28.0,14.0,27.0
Region X,3,Wet season,Combined,"(6, 8]",124.0,157.0,28.0,36.0,21.0,26.0
Region X,3,Wet season,Combined,"(8, 10]",128.0,128.0,30.0,30.0,30.0,30.0
Region X,3,Wet season,Manual,"(0, 2]",43.0,82.0,11.0,20.0,0.0,24.0
Region X,3,Wet season,Manual,"(2, 4]",43.0,95.0,15.0,28.0,15.0,55.0
Region X,3,Wet season,Manual,"(4, 6]",72.0,126.0,19.0,35.0,19.0,69.0
Region X,3,Wet season,Manual,"(6, 8]",124.0,157.0,34.0,42.0,48.0,88.0
Region X,3,Wet season,Manual,"(8, 10]",120.0,157.0,33.0,41.0,48.0,80.0
Region X,3,Wet season,Reaper,"(4, 6]",113.0,113.0,31.0,31.0,44.0,44.0
Region X,4,Dry season,Combined,"(0, 2]",82.0,82.0,15.0,16.0,15.0,16.0
Region X,4,Dry season,Combined,"(2, 4]",72.0,88.0,10.0,17.0,0.0,17.0
Region X,4,Dry season,Combined,"(4, 6]",72.0,133.0,12.0,31.0,12.0,32.0
Region X,4,Dry season,Combined,"(6, 8]",118.0,165.0,26.0,39.0,26.0,39.0
Region X,4,Dry season,Combined,"(8, 10]",131.0,169.0,31.0,39.0,31.0,39.0
Region X,4,Dry season,Manual,"(0, 2]",59.0,82.0,13.0,20.0,13.0,20.0
Region X,4,Dry season,Manual,"(2, 4]",41.0,98.0,10.0,27.0,0.0,27.0
Region X,4,Dry season,Manual,"(4, 6]",59.0,137.0,13.0,36.0,0.0,45.0
Region X,4,Dry season,Manual,"(6, 8]",104.0,169.0,23.0,45.0,23.0,72.0
Region X,4,Dry season,Manual,"(8, 10]",128.0,175.0,35.0,46.0,44.0,76.0
Region X,4,Dry season,Manual,"(10, 13]",139.0,146.0,37.0,39.0,42.0,55.0
Region X,4,Dry season,Reaper,"(2, 4]",82.0,84.0,20.0,21.0,20.0,21.0
Region X,4,Dry season,Reaper,"(4, 6]",92.0,128.0,23.0,35.0,23.0,35.0
Region X,4,Wet season,Combined,"(0, 2]",82.0,82.0,15.0,16.0,15.0,16.0
Region X,4,Wet season,Combined,"(2, 4]",74.0,95.0,14.0,22.0,14.0,22.0
Region X,4,Wet season,Combined,"(4, 6]",84.0,128.0,12.0,31.0,0.0,31.0
Region X,4,Wet season,Combined,"(6, 8]",114.0,157.0,24.0,37.0,0.0,37.0
Region X,4,Wet season,Combined,"(8, 10]",120.0,148.0,29.0,36.0,29.0,36.0
Region X,4,Wet season,Manual,"(0, 2]",46.0,82.0,11.0,20.0,11.0,24.0
Region X,4,Wet season,Manual,"(2, 4]",46.0,100.0,11.0,29.0,0.0,40.0
Region X,4,Wet season,Manual,"(4, 6]",72.0,131.0,12.0,36.0,0.0,66.0
Region X,4,Wet season,Manual,"(6, 8]",113.0,157.0,30.0,43.0,42.0,85.0
Region X,4,Wet season,Manual,"(8, 10]",113.0,154.0,30.0,40.0,44.0,75.0
Region X,4,Wet season,Reaper,"(2, 4]",82.0,84.0,20.0,21.0,20.0,21.0
Region X,4,Wet season,Reaper,"(4, 6]",90.0,113.0,22.0,31.0,22.0,42.0
Region X,4,Wet season,Reaper,"(6, 8]",146.0,146.0,39.0,39.0,69.0,69.0
Region X,4,Wet season,Reaper,"(8, 10]",154.0,154.0,41.0,41.0,75.0,75.0
Region X,5,Dry season,Combined,"(2, 4]",10.0,10.0,10.0,10.0,10.0,10.0
Region X,5,Dry season,Combined,"(4, 6]",40.0,74.0,10.0,13.0,10.0,14.0
Region X,5,Dry season,Combined,"(6, 8]",86.0,97.0,12.0,16.0,12.0,16.0
Region X,5,Dry season,Combined,"(8, 10]",117.0,117.0,14.0,14.0,14.0,14.0
Region X,5,Dry season,Manual,"(0, 2]",37.0,37.0,10.0,10.0,10.0,20.0
Region X,5,Dry season,Manual,"(2, 4]",14.0,60.0,10.0,15.0,10.0,24.0
Region X,5,Dry season,Manual,"(4, 6]",37.0,76.0,10.0,15.0,0.0,26.0
Region X,5,Dry season,Manual,"(6, 8]",60.0,119.0,10.0,24.0,10.0,54.0
Region X,5,Dry season,Manual,"(8, 10]",97.0,97.0,16.0,16.0,30.0,30.0
Region X,5,Wet season,Combined,"(0, 2]",82.0,82.0,21.0,23.0,21.0,42.0
Region X,5,Wet season,Combined,"(2, 4]",43.0,92.0,14.0,22.0,10.0,21.0
Region X,5,Wet season,Combined,"(4, 6]",82.0,124.0,16.0,27.0,16.0,27.0
Region X,5,Wet season,Combined,"(6, 8]",126.0,143.0,27.0,30.0,27.0,30.0
Region X,5,Wet season,Manual,"(0, 2]",43.0,82.0,14.0,24.0,14.0,49.0
Region X,5,Wet season,Manual,"(2, 4]",43.0,90.0,16.0,25.0,16.0,42.0
Region X,5,Wet season,Manual,"(4, 6]",80.0,124.0,20.0,37.0,20.0,81.0
Region X,5,Wet season,Manual,"(6, 8]",113.0,154.0,28.0,39.0,28.0,54.0
Region X,5,Wet season,Manual,"(8, 10]",157.0,157.0,37.0,38.0,37.0,57.0
Region X,5,Wet season,Reaper,"(0, 2]",82.0,82.0,23.0,23.0,46.0,46.0
Region X,5,Wet season,Reaper,"(2, 4]",82.0,82.0,21.0,21.0,21.0,21.0
Region X,6,Dry season,Combined,"(2, 4]",62.0,62.0,13.0,13.0,0.0,0.0
Region X,6,Dry season,Combined,"(4, 6]",113.0,126.0,29.0,32.0,29.0,47.0
Region X,6,Dry season,Manual,"(0, 2]",43.0,51.0,15.0,17.0,15.0,17.0
Region X,6,Dry season,Manual,"(2, 4]",44.0,90.0,16.0,26.0,15.0,48.0
Region X,6,Dry season,Manual,"(4, 6]",84.0,128.0,25.0,35.0,39.0,71.0
Region X,6,Dry season,Manual,"(6, 8]",126.0,154.0,36.0,42.0,75.0,90.0
Region X,6,Dry season,Reaper,"(4, 6]",108.0,118.0,31.0,33.0,62.0,67.0
Region X,6,Wet season,Combined,"(0, 2]",43.0,43.0,11.0,11.0,10.0,10.0
Region X,6,Wet season,Combined,"(2, 4]",46.0,84.0,12.0,23.0,12.0,23.0
Region X,6,Wet season,Combined,"(4, 6]",90.0,118.0,23.0,31.0,23.0,45.0
Region X,6,Wet season,Combined,"(6, 8]",141.0,141.0,35.0,35.0,50.0,50.0
Region X,6,Wet season,Manual,"(0, 2]",43.0,59.0,15.0,19.0,15.0,19.0
Region X,6,Wet season,Manual,"(2, 4]",43.0,90.0,15.0,26.0,15.0,47.0
Region X,6,Wet season,Manual,"(4, 6]",77.0,120.0,24.0,34.0,40.0,70.0
Region X,6,Wet season,Manual,"(6, 8]",110.0,152.0,31.0,41.0,58.0,87.0
Region X,6,Wet season,Manual,"(8, 10]",154.0,154.0,42.0,42.0,88.0,88.0
Region XI,1,Dry season,Combined,"(2, 4]",82.0,82.0,16.0,16.0,16.0,16.0
Region XI,1,Dry season,Combined,"(4, 6]",120.0,120.0,29.0,29.0,29.0,29.0
Region XI,1,Dry season,Manual,"(0, 2]",82.0,82.0,20.0,20.0,20.0,20.0
Region XI,1,Dry season,Manual,"(2, 4]",72.0,82.0,18.0,20.0,18.0,20.0
Region XI,1,Dry season,Manual,"(4, 6]",88.0,118.0,21.0,33.0,21.0,61.0
Region XI,1,Dry season,Reaper,"(2, 4]",72.0,72.0,14.0,14.0,14.0,14.0
Region XI,1,Wet season,Manual,"(2, 4]",70.0,70.0,18.0,18.0,18.0,18.0
Region XI,1,Wet season,Manual,"(4, 6]",88.0,95.0,22.0,27.0,27.0,30.0
Region XI,2,Dry season,Combined,"(0, 2]",43.0,43.0,11.0,12.0,11.0,12.0
Region XI,2,Dry season,Combined,"(2, 4]",43.0,82.0,11.0,21.0,11.0,21.0
Region XI,2,Dry season,Combined,"(4, 6]",80.0,113.0,21.0,28.0,21.0,28.0
Region XI,2,Dry season,Combined,"(6, 8]",137.0,137.0,35.0,35.0,53.0,53.0
Region XI,2,Dry season,Manual,"(0, 2]",43.0,44.0,12.0,16.0,12.0,25.0
Region XI,2,Dry season,Manual,"(2, 4]",43.0,82.0,15.0,25.0,15.0,52.0
Region XI,2,Dry season,Manual,"(4, 6]",72.0,124.0,21.0,35.0,21.0,76.0
Region XI,2,Dry season,Manual,"(6, 8]",113.0,141.0,32.0,39.0,62.0,83.0
Region XI,2,Dry season,Manual,"(8, 10]",127.0,141.0,32.0,39.0,64.0,84.0
Region XI,2,Dry season,Reaper,"(0, 2]",43.0,43.0,15.0,15.0,15.0,15.0
Region XI,2,Dry season,Reaper,"(2, 4]",43.0,80.0,15.0,23.0,15.0,23.0
Region XI,2,Dry season,Reaper,"(4, 6]",84.0,100.0,24.0,28.0,35.0,46.0
Region XI,2,Dry season,Reaper,"(6, 8]",128.0,128.0,35.0,35.0,68.0,68.0
Region XI,2,Wet season,Combined,"(0, 2]",43.0,43.0,12.0,13.0,12.0,13.0
Region XI,2,Wet season,Combined,"(2, 4]",43.0,80.0,12.0,23.0,12.0,33.0
Region XI,2,Wet season,Combined,"(4, 6]",82.0,110.0,21.0,31.0,21.0,60.0
Region XI,2,Wet season,Manual,"(0, 2]",43.0,51.0,15.0,18.0,15.0,18.0
Region XI,2,Wet season,Manual,"(2, 4]",43.0,82.0,15.0,25.0,15.0,44.0
Region XI,2,Wet season,Manual,"(4, 6]",82.0,120.0,21.0,35.0,34.0,72.0
Region XI,2,Wet season,Manual,"(6, 8]",126.0,146.0,36.0,42.0,75.0,96.0
Region XI,3,Dry season,Combined,"(0, 2]",43.0,82.0,11.0,16.0,11.0,16.0
Region XI,3,Dry season,Combined,"(2, 4]",49.0,88.0,12.0,21.0,0.0,21.0
Region XI,3,Dry season,Combined,"(4, 6]",77.0,128.0,15.0,33.0,0.0,69.0
Region XI,3,Dry season,Combined,"(6, 8]",118.0,154.0,28.0,36.0,28.0,36.0
Region XI,3,Dry season,Combined,"(8, 10]",137.0,137.0,33.0,33.0,33.0,33.0
Region XI,3,Dry season,Manual,"(0, 2]",43.0,82.0,15.0,20.0,15.0,20.0
Region XI,3,Dry season,Manual,"(2, 4]",43.0,92.0,15.0,24.0,15.0,35.0
Region XI,3,Dry season,Manual,"(4, 6]",80.0,128.0,19.0,35.0,19.0,59.0
Region XI,3,Dry season,Manual,"(6, 8]",113.0,148.0,30.0,39.0,30.0,79.0
Region XI,3,Dry season,Manual,"(8, 10]",143.0,159.0,39.0,42.0,54.0,58.0
Region XI,3,Dry season,Reaper,"(2, 4]",72.0,82.0,14.0,20.0,14.0,20.0
Region XI,3,Dry season,Reaper,"(4, 6]",90.0,116.0,22.0,32.0,22.0,32.0
Region XI,3,Dry season,Reaper,"(6, 8]",131.0,131.0,36.0,36.0,44.0,44.0
Region XI,3,Wet season,Combined,"(0, 2]",57.0,82.0,11.0,16.0,11.0,16.0
Region XI,3,Wet season,Combined,"(2, 4]",43.0,88.0,11.0,22.0,11.0,22.0
Region XI,3,Wet season,Combined,"(4, 6]",74.0,128.0,15.0,32.0,15.0,48.0
Region XI,3,Wet season,Combined,"(6, 8]",113.0,157.0,27.0,39.0,22.0,64.0
Region XI,3,Wet season,Combined,"(8, 10]",146.0,154.0,33.0,36.0,33.0,36.0
Region XI,3,Wet season,Manual,"(0, 2]",57.0,70.0,15.0,18.0,15.0,18.0
Region XI,3,Wet season,Manual,"(2, 4]",49.0,92.0,17.0,23.0,17.0,36.0
Region XI,3,Wet season,Manual,"(4, 6]",72.0,128.0,18.0,36.0,18.0,72.0
Region XI,3,Wet season,Manual,"(6, 8]",124.0,157.0,33.0,41.0,48.0,74.0
Region XI,3,Wet season,Manual,"(8, 10]",154.0,154.0,40.0,40.0,69.0,69.0
Region XI,3,Wet season,Reaper,"(0, 2]",57.0,57.0,15.0,15.0,15.0,15.0
Region XI,3,Wet season,Reaper,"(2, 4]",70.0,70.0,18.0,18.0,18.0,18.0
Region XI,3,Wet season,Reaper,"(4, 6]",84.0,108.0,21.0,30.0,21.0,45.0
Region XI,4,Dry season,Combined,"(0, 2]",57.0,82.0,12.0,16.0,12.0,16.0
Region XI,4,Dry season,Combined,"(2, 4]",70.0,90.0,14.0,18.0,14.0,18.0
Region XI,4,Dry season,Combined,"(4, 6]",82.0,131.0,16.0,31.0,14.0,31.0
Region XI,4,Dry season,Combined,"(6, 8]",124.0,161.0,29.0,38.0,22.0,38.0
Region XI,4,Dry season,Combined,"(8, 10]",126.0,141.0,30.0,33.0,30.0,33.0
Region XI,4,Dry season,Manual,"(0, 2]",67.0,82.0,11.0,20.0,0.0,20.0
Region XI,4,Dry season,Manual,"(2, 4]",70.0,92.0,14.0,22.0,14.0,32.0
Region XI,4,Dry season,Manual,"(4, 6]",82.0,133.0,16.0,36.0,16.0,57.0
Region XI,4,Dry season,Manual,"(6, 8]",100.0,167.0,27.0,43.0,28.0,64.0
Region XI,4,Dry season,Manual,"(8, 10]",113.0,178.0,31.0,46.0,31.0,73.0
Region XI,4,Dry season,Manual,"(10, 13]",173.0,178.0,45.0,46.0,67.0,73.0
Region XI,4,Dry season,Reaper,"(0, 2]",82.0,82.0,20.0,20.0,20.0,20.0
Region XI,4,Dry season,Reaper,"(2, 4]",82.0,88.0,20.0,21.0,20.0,21.0
Region XI,4,Dry season,Reaper,"(4, 6]",84.0,120.0,21.0,33.0,21.0,33.0
Region XI,4,Dry season,Reaper,"(6, 8]",139.0,148.0,37.0,40.0,45.0,55.0
Region XI,4,Dry season,Reaper,"(8, 10]",159.0,159.0,42.0,42.0,66.0,66.0
Region XI,4,Wet season,Combined,"(0, 2]",57.0,82.0,10.0,16.0,0.0,16.0
Region XI,4,Wet season,Combined,"(2, 4]",57.0,84.0,11.0,18.0,11.0,18.0
Region XI,4,Wet season,Combined,"(4, 6]",74.0,128.0,15.0,32.0,15.0,32.0
Region XI,4,Wet season,Combined,"(6, 8]",126.0,154.0,29.0,35.0,23.0,35.0
Region XI,4,Wet season,Combined,"(8, 10]",154.0,154.0,35.0,35.0,35.0,35.0
Region XI,4,Wet season,Manual,"(0, 2]",52.0,82.0,10.0,20.0,0.0,20.0
Region XI,4,Wet season,Manual,"(2, 4]",57.0,102.0,12.0,30.0,0.0,45.0
Region XI,4,Wet season,Manual,"(4, 6]",72.0,133.0,18.0,36.0,18.0,63.0
Region XI,4,Wet season,Manual,"(6, 8]",124.0,173.0,33.0,42.0,46.0,80.0
Region XI,4,Wet season,Manual,"(8, 10]",139.0,159.0,37.0,42.0,61.0,80.0
Region XI,4,Wet season,Reaper,"(0, 2]",70.0,70.0,18.0,18.0,18.0,18.0
Region XI,4,Wet season,Reaper,"(2, 4]",72.0,82.0,18.0,21.0,18.0,21.0
Region XI,4,Wet season,Reaper,"(4, 6]",88.0,118.0,22.0,33.0,22.0,53.0
Region XI,4,Wet season,Reaper,"(6, 8]",128.0,128.0,35.0,35.0,58.0,58.0
Region XI,5,Dry season,Combined,"(4, 6]",27.0,78.0,10.0,10.0,10.0,15.0
Region XI,5,Dry season,Combined,"(6, 8]",76.0,97.0,10.0,12.0,10.0,18.0
Region XI,5,Dry season,Manual,"(0, 2]",37.0,37.0,10.0,10.0,10.0,10.0
Region XI,5,Dry season,Manual,"(2, 4]",10.0,37.0,10.0,14.0,10.0,14.0
Region XI,5,Dry season,Manual,"(4, 6]",40.0,76.0,10.0,22.0,10.0,26.0
Region XI,5,Dry season,Manual,"(6, 8]",86.0,106.0,16.0,25.0,16.0,30.0
Region XI,5,Dry season,Manual,"(8, 10]",95.0,95.0,20.0,20.0,33.0,33.0
Region XI,5,Dry season,Reaper,"(4, 6]",58.0,58.0,11.0,11.0,23.0,23.0
Region XI,5,Wet season,Combined,"(0, 2]",82.0,82.0,21.0,22.0,21.0,40.0
Region XI,5,Wet season,Combined,"(2, 4]",82.0,82.0,17.0,20.0,17.0,20.0
Region XI,5,Wet season,Combined,"(4, 6]",88.0,113.0,18.0,25.0,18.0,25.0
Region XI,5,Wet season,Combined,"(6, 8]",133.0,146.0,26.0,30.0,26.0,30.0
Region XI,5,Wet season,Manual,"(0, 2]",82.0,82.0,23.0,23.0,43.0,43.0
Region XI,5,Wet season,Manual,"(2, 4]",43.0,84.0,16.0,24.0,16.0,54.0
Region XI,5,Wet season,Manual,"(4, 6]",90.0,120.0,22.0,32.0,23.0,50.0
Region XI,6,Dry season,Combined,"(0, 2]",43.0,43.0,11.0,11.0,11.0,11.0
Region XI,6,Dry season,Combined,"(2, 4]",54.0,80.0,13.0,21.0,13.0,21.0
Region XI,6,Dry season,Combined,"(4, 6]",88.0,116.0,21.0,29.0,21.0,29.0
Region XI,6,Dry season,Manual,"(0, 2]",30.0,44.0,10.0,16.0,0.0,16.0
Region XI,6,Dry season,Manual,"(2, 4]",43.0,84.0,10.0,27.0,0.0,57.0
Region XI,6,Dry season,Manual,"(4, 6]",77.0,124.0,19.0,37.0,31.0,82.0
Region XI,6,Dry season,Manual,"(6, 8]",116.0,141.0,31.0,38.0,64.0,77.0
Region XI,6,Dry season,Manual,"(8, 10]",137.0,137.0,37.0,37.0,73.0,73.0
Region XI,6,Dry season,Reaper,"(0, 2]",43.0,43.0,15.0,15.0,15.0,15.0
Region XI,6,Dry season,Reaper,"(2, 4]",49.0,84.0,16.0,24.0,16.0,35.0
Region XI,6,Dry season,Reaper,"(4, 6]",88.0,90.0,25.0,26.0,37.0,39.0
Region XI,6,Dry season,Reaper,"(6, 8]",133.0,133.0,36.0,36.0,71.0,71.0
Region XI,6,Wet season,Combined,"(2, 4]",64.0,77.0,18.0,21.0,18.0,21.0
Region XI,6,Wet season,Combined,"(4, 6]",92.0,124.0,27.0,33.0,27.0,66.0
Region XI,6,Wet season,Combined,"(6, 8]",137.0,141.0,35.0,38.0,55.0,78.0
Region XI,6,Wet season,Manual,"(0, 2]",43.0,46.0,15.0,16.0,15.0,16.0
Region XI,6,Wet season,Manual,"(2, 4]",43.0,88.0,16.0,28.0,16.0,60.0
Region XI,6,Wet season,Manual,"(4, 6]",88.0,124.0,26.0,35.0,46.0,75.0
Region XI,6,Wet season,Manual,"(6, 8]",137.0,143.0,40.0,42.0,86.0,94.0
Region XI,6,Wet season,Reaper,"(4, 6]",100.0,100.0,30.0,30.0,59.0,59.0
Region XII,1,Dry season,Combined,"(0, 2]",21.0,70.0,10.0,14.0,10.0,14.0
Region XII,1,Dry season,Combined,"(2, 4]",33.0,88.0,10.0,23.0,10.0,23.0
Region XII,1,Dry season,Combined,"(4, 6]",56.0,126.0,10.0,32.0,10.0,50.0
Region XII,1,Dry season,Combined,"(6, 8]",92.0,157.0,22.0,39.0,22.0,58.0
Region XII,1,Dry season,Combined,"(8, 10]",141.0,141.0,35.0,35.0,35.0,35.0
Region XII,1,Dry season,Manual,"(0, 2]",33.0,82.0,10.0,20.0,0.0,20.0
Region XII,1,Dry season,Manual,"(2, 4]",32.0,90.0,10.0,25.0,10.0,45.0
Region XII,1,Dry season,Manual,"(4, 6]",59.0,128.0,14.0,36.0,14.0,62.0
Region XII,1,Dry season,Manual,"(6, 8]",133.0,139.0,37.0,38.0,56.0,58.0
Region XII,1,Dry season,Manual,"(8, 10]",133.0,133.0,37.0,37.0,49.0,49.0
Region XII,1,Dry season,Reaper,"(2, 4]",33.0,80.0,10.0,22.0,10.0,30.0
Region XII,1,Dry season,Reaper,"(4, 6]",78.0,90.0,23.0,30.0,23.0,51.0
Region XII,1,Wet season,Combined,"(0, 2]",33.0,59.0,10.0,16.0,10.0,16.0
Region XII,1,Wet season,Combined,"(2, 4]",23.0,88.0,10.0,25.0,10.0,44.0
Region XII,1,Wet season,Combined,"(4, 6]",51.0,116.0,10.0,31.0,10.0,48.0
Region XII,1,Wet season,Combined,"(6, 8]",100.0,146.0,23.0,36.0,16.0,60.0
Region XII,1,Wet season,Combined,"(8, 10]",141.0,141.0,38.0,38.0,67.0,67.0
Region XII,1,Wet season,Manual,"(0, 2]",21.0,82.0,11.0,20.0,11.0,29.0
Region XII,1,Wet season,Manual,"(2, 4]",33.0,84.0,10.0,26.0,10.0,55.0
Region XII,1,Wet season,Manual,"(4, 6]",56.0,124.0,13.0,35.0,13.0,62.0
Region XII,1,Wet season,Manual,"(6, 8]",118.0,139.0,32.0,38.0,64.0,73.0
Region XII,1,Wet season,Manual,"(8, 10]",102.0,143.0,28.0,39.0,50.0,75.0
Region XII,1,Wet season,Reaper,"(0, 2]",33.0,33.0,10.0,10.0,10.0,10.0
Region XII,1,Wet season,Reaper,"(2, 4]",33.0,66.0,10.0,25.0,10.0,33.0
Region XII,1,Wet season,Reaper,"(4, 6]",51.0,110.0,14.0,32.0,14.0,52.0
Region XII,1,Wet season,Reaper,"(6, 8]",118.0,118.0,33.0,33.0,72.0,72.0
Region XII,2,Dry season,Combined,"(0, 2]",43.0,44.0,13.0,14.0,13.0,14.0
Region XII,2,Dry season,Combined,"(2, 4]",21.0,80.0,10.0,23.0,0.0,23.0
Region XII,2,Dry season,Combined,"(4, 6]",51.0,116.0,19.0,33.0,19.0,54.0
Region XII,2,Dry season,Combined,"(6, 8]",106.0,146.0,31.0,38.0,53.0,69.0
Region XII,2,Dry season,Manual,"(0, 2]",43.0,44.0,15.0,16.0,15.0,16.0
Region XII,2,Dry season,Manual,"(2, 4]",39.0,82.0,13.0,26.0,13.0,48.0
